day,transactions in,transactions out
0,2,2,
1,0,0,
2,1,0,
3,1,1,
4,0,2,
5,0,1,
6,1,1,
7,2,3,
8,1,1,
9,1,6,
10,2,7,
11,2,5,
12,1,9,
13,1,10,
14,2,8,
15,1,10,
16,5,12,
17,10,22,
18,3,5,
19,0,4,
20,0,9,
21,2,19,
22,2,17,
23,4,21,
24,1,14,
25,1,6,
26,0,1,
27,2,0,
28,0,1,
29,0,0,
30,0,1,
