day,transactions
0,2
1,0
2,0
3,1
4,2
5,1
6,1
7,3
8,1
9,6
10,7
11,5
12,9
13,10
14,8
15,10
16,12
17,22
18,5
19,4
20,9
21,19
22,17
23,21
24,14
25,6
26,1
27,0
28,1
29,0
30,1
