day,transactions
0,2
1,0
2,1
3,1
4,0
5,0
6,1
7,2
8,1
9,1
10,2
11,2
12,1
13,1
14,2
15,1
16,5
17,10
18,3
19,0
20,0
21,2
22,2
23,4
24,1
25,1
26,0
27,2
28,0
29,0
30,0
