day,value
0,304428
1,304428
2,2062824
3,2052824
4,1638396
5,1431229
6,8682087
7,22127583
8,45052836
9,41412261
10,27262195
11,59074112
12,53542073
13,23761506
14,87448617
15,22991607
16,243781274
17,114342660
18,178557750
19,146473558
20,104259833
21,8230551
22,47876673
23,144286560
24,1702746
25,1152703
26,579577
27,11060012
28,7343448
29,7343448
30,0
